Condition	Block	TrialInBlock	Target	Competitor_1	Competitor_2	Competitor_chosen	RTinSec	Session_number	
CB	16	96	3	2	3	2	1.017	3	
CB	16	97	3	2	4	1	4.917	3	
CB	16	98	3	2	5	2	1.144	3	
CB	16	99	3	2	6	1	1.234	3	
CB	16	100	3	3	4	1	0.820	3	
CB	16	101	3	3	5	1	1.121	3	
CB	16	102	3	3	6	1	1.323	3	
CB	16	103	3	4	5	1	1.828	3	
CB	16	104	3	4	6	1	1.844	3	
CB	16	105	3	5	6	1	2.050	3	
CB	16	106	4	1	2	2	2.658	3	
CB	16	107	4	1	3	2	1.371	3	
CB	16	108	4	1	4	2	1.269	3	
CB	16	109	4	1	5	1	0.965	3	
CB	16	110	4	1	6	1	2.795	3	
CB	16	111	4	2	3	1	1.905	3	
CB	16	112	4	2	4	1	1.121	3	
CB	16	113	4	2	5	1	1.363	3	
CB	16	114	4	2	6	1	1.399	3	
CB	16	115	4	3	4	2	3.124	3	
CB	16	116	4	3	5	2	1.136	3	
CB	16	117	4	3	6	1	1.199	3	
CB	16	118	4	4	5	1	1.888	3	
CB	16	119	4	4	6	1	0.925	3	
CB	16	120	4	5	6	1	1.208	3	
CY	17	1	1	1	2	2	1.298	3	
CY	17	2	1	1	3	2	1.467	3	
CY	17	3	1	1	4	2	1.050	3	
CY	17	4	1	1	5	1	2.563	3	
CY	17	5	1	1	6	1	2.100	3	
CY	17	6	1	2	3	2	1.198	3	
CY	17	7	1	2	4	2	1.463	3	
CY	17	8	1	2	5	1	1.181	3	
CY	17	9	1	2	6	1	1.132	3	
CY	17	10	1	3	4	1	2.321	3	
CY	17	11	1	3	5	1	1.781	3	
CY	17	12	1	3	6	1	1.636	3	
CY	17	13	1	4	5	1	1.358	3	
CY	17	14	1	4	6	1	1.275	3	
CY	17	15	1	5	6	1	1.496	3	
CY	17	16	2	1	2	2	2.945	3	
CY	17	17	2	1	3	2	1.044	3	
CY	17	18	2	1	4	2	1.296	3	
CY	17	19	2	1	5	1	1.494	3	
CY	17	20	2	1	6	2	4.051	3	
CY	17	21	2	2	3	2	1.030	3	
CY	17	22	2	2	4	2	1.295	3	
CY	17	23	2	2	5	2	1.398	3	
CY	17	24	2	2	6	2	1.196	3	
CY	17	25	2	3	4	2	1.104	3	
CY	17	26	2	3	5	2	1.148	3	
CY	17	27	2	3	6	2	1.891	3	
CY	17	28	2	4	5	2	1.614	3	
CY	17	29	2	4	6	1	1.459	3	
CY	17	30	2	5	6	2	3.173	3	
CY	17	31	3	1	2	2	1.848	3	
CY	17	32	3	1	3	2	1.211	3	
CY	17	33	3	1	4	2	1.214	3	
CY	17	34	3	1	5	1	1.504	3	
CY	17	35	3	1	6	1	1.661	3	
CY	17	36	3	2	3	2	1.577	3	
CY	17	37	3	2	4	1	1.411	3	
CY	17	38	3	2	5	1	1.349	3	
CY	17	39	3	2	6	1	1.014	3	
CY	17	40	3	3	4	1	1.195	3	
CY	17	41	3	3	5	1	2.297	3	
CY	17	42	3	3	6	1	0.860	3	
CY	17	43	3	4	5	2	1.278	3	
CY	17	44	3	4	6	1	1.347	3	
CY	17	45	3	5	6	1	1.492	3	
CY	17	46	4	1	2	2	1.639	3	
CY	17	47	4	1	3	2	1.165	3	
CY	17	48	4	1	4	2	1.130	3	
CY	17	49	4	1	5	2	1.300	3	
CY	17	50	4	1	6	2	1.539	3	
CY	17	51	4	2	3	2	1.173	3	
CY	17	52	4	2	4	2	2.643	3	
CY	17	53	4	2	5	1	1.661	3	
CY	17	54	4	2	6	2	3.123	3	
CY	17	55	4	3	4	2	1.945	3	
CY	17	56	4	3	5	1	1.352	3	
CY	17	57	4	3	6	1	1.029	3	
CY	17	58	4	4	5	1	1.538	3	
CY	17	59	4	4	6	1	1.052	3	
CY	17	60	4	5	6	1	1.662	3	
CB	17	61	1	1	2	2	1.182	3	
CB	17	62	1	1	3	2	1.035	3	
CB	17	63	1	1	4	2	1.260	3	
CB	17	64	1	1	5	2	0.931	3	
CB	17	65	1	1	6	2	0.826	3	
CB	17	66	1	2	3	2	1.851	3	
CB	17	67	1	2	4	2	0.981	3	
CB	17	68	1	2	5	2	0.855	3	
CB	17	69	1	2	6	1	1.046	3	
CB	17	70	1	3	4	2	1.061	3	
CB	17	71	1	3	5	1	1.657	3	
CB	17	72	1	3	6	1	1.846	3	
CB	17	73	1	4	5	1	0.956	3	
CB	17	74	1	4	6	1	1.045	3	
CB	17	75	1	5	6	1	1.512	3	
CB	17	76	2	1	2	1	1.515	3	
CB	17	77	2	1	3	2	1.133	3	
CB	17	78	2	1	4	2	0.841	3	
CB	17	79	2	1	5	2	1.465	3	
CB	17	80	2	1	6	1	1.001	3	
CB	17	81	2	2	3	2	1.567	3	
CB	17	82	2	2	4	1	1.659	3	
CB	17	83	2	2	5	1	0.993	3	
CB	17	84	2	2	6	1	1.906	3	
CB	17	85	2	3	4	2	1.084	3	
CB	17	86	2	3	5	1	1.132	3	
CB	17	87	2	3	6	1	1.172	3	
CB	17	88	2	4	5	1	1.596	3	
CB	17	89	2	4	6	1	1.132	3	
CB	17	90	2	5	6	1	1.909	3	
CB	17	91	3	1	2	2	1.411	3	
CB	17	92	3	1	3	2	2.642	3	
CB	17	93	3	1	4	2	0.987	3	
CB	17	94	3	1	5	2	0.776	3	
CB	17	95	3	1	6	2	0.960	3	
CB	17	96	3	2	3	2	2.463	3	
CB	17	97	3	2	4	2	1.130	3	
CB	17	98	3	2	5	1	2.631	3	
CB	17	99	3	2	6	1	0.863	3	
CB	17	100	3	3	4	2	1.043	3	
CB	17	101	3	3	5	1	1.419	3	
CB	17	102	3	3	6	1	1.315	3	
CB	17	103	3	4	5	1	1.727	3	
CB	17	104	3	4	6	1	1.750	3	
CB	17	105	3	5	6	2	2.115	3	
CB	17	106	4	1	2	2	2.382	3	
CB	17	107	4	1	3	1	1.813	3	
CB	17	108	4	1	4	2	1.030	3	
CB	17	109	4	1	5	1	1.245	3	
CB	17	110	4	1	6	1	2.648	3	
CB	17	111	4	2	3	2	1.663	3	
CB	17	112	4	2	4	2	2.124	3	
CB	17	113	4	2	5	1	1.244	3	
CB	17	114	4	2	6	1	1.929	3	
CB	17	115	4	3	4	2	0.851	3	
CB	17	116	4	3	5	2	0.794	3	
CB	17	117	4	3	6	1	1.029	3	
CB	17	118	4	4	5	2	0.730	3	
CB	17	119	4	4	6	1	0.988	3	
CB	17	120	4	5	6	2	2.402	3	
CY	18	1	1	1	2	2	1.241	3	
CY	18	2	1	1	3	2	1.492	3	
CY	18	3	1	1	4	2	1.025	3	
CY	18	4	1	1	5	1	2.382	3	
CY	18	5	1	1	6	1	1.158	3	
CY	18	6	1	2	3	2	0.852	3	
CY	18	7	1	2	4	2	1.525	3	
CY	18	8	1	2	5	1	1.187	3	
CY	18	9	1	2	6	1	1.682	3	
CY	18	10	1	3	4	1	1.447	3	
CY	18	11	1	3	5	1	1.787	3	
CY	18	12	1	3	6	1	1.391	3	
CY	18	13	1	4	5	2	2.523	3	
CY	18	14	1	4	6	1	1.024	3	
CY	18	15	1	5	6	1	3.374	3	
CY	18	16	2	1	2	2	1.207	3	
CY	18	17	2	1	3	2	1.448	3	
CY	18	18	2	1	4	2	1.964	3	
CY	18	19	2	1	5	2	1.534	3	
CY	18	20	2	1	6	2	2.626	3	
CY	18	21	2	2	3	2	1.351	3	
CY	18	22	2	2	4	2	1.958	3	
CY	18	23	2	2	5	2	1.123	3	
CY	18	24	2	2	6	1	1.912	3	
CY	18	25	2	3	4	2	1.567	3	
CY	18	26	2	3	5	2	1.456	3	
CY	18	27	2	3	6	1	2.116	3	
CY	18	28	2	4	5	2	1.703	3	
CY	18	29	2	4	6	1	1.376	3	
CY	18	30	2	5	6	2	2.940	3	
CY	18	31	3	1	2	2	2.193	3	
CY	18	32	3	1	3	2	1.388	3	
CY	18	33	3	1	4	1	1.327	3	
CY	18	34	3	1	5	1	0.886	3	
CY	18	35	3	1	6	1	1.391	3	
CY	18	36	3	2	3	2	1.121	3	
CY	18	37	3	2	4	1	0.823	3	
CY	18	38	3	2	5	1	1.274	3	
CY	18	39	3	2	6	1	1.021	3	
CY	18	40	3	3	4	2	1.692	3	
CY	18	41	3	3	5	1	1.326	3	
CY	18	42	3	3	6	1	1.748	3	
CY	18	43	3	4	5	1	1.381	3	
CY	18	44	3	4	6	1	1.225	3	
CY	18	45	3	5	6	1	1.347	3	
CY	18	46	4	1	2	2	1.475	3	
CY	18	47	4	1	3	2	1.224	3	
CY	18	48	4	1	4	2	1.271	3	
CY	18	49	4	1	5	2	0.969	3	
CY	18	50	4	1	6	2	1.338	3	
CY	18	51	4	2	3	2	1.749	3	
CY	18	52	4	2	4	2	1.584	3	
CY	18	53	4	2	5	1	1.155	3	
CY	18	54	4	2	6	1	2.503	3	
CY	18	55	4	3	4	2	1.550	3	
CY	18	56	4	3	5	1	3.262	3	
CY	18	57	4	3	6	1	1.816	3	
CY	18	58	4	4	5	1	1.176	3	
CY	18	59	4	4	6	1	1.294	3	
CY	18	60	4	5	6	1	2.126	3	
CB	18	61	1	1	2	2	1.021	3	
CB	18	62	1	1	3	2	0.957	3	
CB	18	63	1	1	4	2	1.591	3	
CB	18	64	1	1	5	2	1.364	3	
CB	18	65	1	1	6	2	0.976	3	
CB	18	66	1	2	3	2	0.978	3	
CB	18	67	1	2	4	2	0.992	3	
CB	18	68	1	2	5	1	0.866	3	
CB	18	69	1	2	6	1	0.824	3	
CB	18	70	1	3	4	2	1.823	3	
CB	18	71	1	3	5	1	1.226	3	
CB	18	72	1	3	6	1	3.871	3	
CB	18	73	1	4	5	2	2.175	3	
CB	18	74	1	4	6	1	2.023	3	
CB	18	75	1	5	6	1	1.073	3	
CB	18	76	2	1	2	2	1.458	3	
CB	18	77	2	1	3	2	0.731	3	
CB	18	78	2	1	4	2	1.673	3	
CB	18	79	2	1	5	2	1.166	3	
CB	18	80	2	1	6	1	1.079	3	
CB	18	81	2	2	3	2	1.622	3	
CB	18	82	2	2	4	1	1.192	3	
CB	18	83	2	2	5	1	1.344	3	
CB	18	84	2	2	6	1	1.783	3	
CB	18	85	2	3	4	2	1.587	3	
CB	18	86	2	3	5	1	1.238	3	
CB	18	87	2	3	6	1	1.024	3	
CB	18	88	2	4	5	1	0.894	3	
CB	18	89	2	4	6	1	1.607	3	
CB	18	90	2	5	6	1	2.137	3	
CB	18	91	3	1	2	1	1.724	3	
CB	18	92	3	1	3	2	1.406	3	
CB	18	93	3	1	4	2	0.960	3	
CB	18	94	3	1	5	2	1.915	3	
CB	18	95	3	1	6	2	1.102	3	
CB	18	96	3	2	3	2	1.006	3	
CB	18	97	3	2	4	1	1.846	3	
CB	18	98	3	2	5	2	1.273	3	
CB	18	99	3	2	6	1	1.726	3	
CB	18	100	3	3	4	2	1.045	3	
CB	18	101	3	3	5	1	1.817	3	
CB	18	102	3	3	6	1	2.134	3	
CB	18	103	3	4	5	1	1.282	3	
CB	18	104	3	4	6	1	1.909	3	
CB	18	105	3	5	6	2	1.307	3	
CB	18	106	4	1	2	2	1.463	3	
CB	18	107	4	1	3	2	1.454	3	
CB	18	108	4	1	4	2	1.158	3	
CB	18	109	4	1	5	2	1.280	3	
CB	18	110	4	1	6	1	2.204	3	
CB	18	111	4	2	3	2	1.240	3	
CB	18	112	4	2	4	2	0.952	3	
CB	18	113	4	2	5	1	1.118	3	
CB	18	114	4	2	6	1	1.982	3	
CB	18	115	4	3	4	2	2.421	3	
CB	18	116	4	3	5	2	1.398	3	
CB	18	117	4	3	6	1	1.035	3	
CB	18	118	4	4	5	1	1.340	3	
CB	18	119	4	4	6	1	1.140	3	
CB	18	120	4	5	6	1	0.951	3	
CY	19	1	1	1	2	2	1.136	3	
CY	19	2	1	1	3	2	1.102	3	
CY	19	3	1	1	4	2	1.543	3	
CY	19	4	1	1	5	1	2.342	3	
CY	19	5	1	1	6	1	1.113	3	
CY	19	6	1	2	3	2	1.275	3	
CY	19	7	1	2	4	2	1.044	3	
CY	19	8	1	2	5	1	2.033	3	
CY	19	9	1	2	6	1	1.226	3	
CY	19	10	1	3	4	1	0.856	3	
CY	19	11	1	3	5	1	0.796	3	
CY	19	12	1	3	6	1	0.774	3	
CY	19	13	1	4	5	1	1.416	3	
CY	19	14	1	4	6	1	0.993	3	
CY	19	15	1	5	6	1	1.458	3	
CY	19	16	2	1	2	2	2.113	3	
CY	19	17	2	1	3	2	1.509	3	
CY	19	18	2	1	4	2	1.290	3	
CY	19	19	2	1	5	2	2.407	3	
CY	19	20	2	1	6	1	2.877	3	
CY	19	21	2	2	3	2	1.950	3	
CY	19	22	2	2	4	2	1.940	3	
CY	19	23	2	2	5	2	1.745	3	
CY	19	24	2	2	6	1	0.885	3	
CY	19	25	2	3	4	2	1.056	3	
CY	19	26	2	3	5	1	1.866	3	
CY	19	27	2	3	6	1	0.981	3	
CY	19	28	2	4	5	1	2.529	3	
CY	19	29	2	4	6	1	1.385	3	
CY	19	30	2	5	6	1	1.755	3	
CY	19	31	3	1	2	2	1.271	3	
CY	19	32	3	1	3	1	1.920	3	
CY	19	33	3	1	4	1	1.423	3	
CY	19	34	3	1	5	1	1.351	3	
CY	19	35	3	1	6	1	1.258	3	
CY	19	36	3	2	3	2	1.528	3	
CY	19	37	3	2	4	1	1.823	3	
CY	19	38	3	2	5	1	2.056	3	
CY	19	39	3	2	6	1	0.936	3	
CY	19	40	3	3	4	1	1.380	3	
CY	19	41	3	3	5	2	0.773	3	
CY	19	42	3	3	6	1	0.959	3	
CY	19	43	3	4	5	2	0.935	3	
CY	19	44	3	4	6	1	1.241	3	
CY	19	45	3	5	6	1	2.104	3	
CY	19	46	4	1	2	2	1.424	3	
CY	19	47	4	1	3	2	1.102	3	
CY	19	48	4	1	4	2	1.011	3	
CY	19	49	4	1	5	2	1.635	3	
CY	19	50	4	1	6	2	1.077	3	
CY	19	51	4	2	3	1	1.272	3	
CY	19	52	4	2	4	2	1.226	3	
CY	19	53	4	2	5	1	1.176	3	
CY	19	54	4	2	6	1	1.024	3	
CY	19	55	4	3	4	2	1.408	3	
CY	19	56	4	3	5	1	4.251	3	
CY	19	57	4	3	6	1	1.128	3	
CY	19	58	4	4	5	1	2.024	3	
CY	19	59	4	4	6	1	0.873	3	
CY	19	60	4	5	6	1	1.293	3	
CB	19	61	1	1	2	2	1.392	3	
CB	19	62	1	1	3	2	1.080	3	
CB	19	63	1	1	4	2	1.085	3	
CB	19	64	1	1	5	2	0.876	3	
CB	19	65	1	1	6	2	0.894	3	
CB	19	66	1	2	3	2	0.891	3	
CB	19	67	1	2	4	2	1.329	3	
CB	19	68	1	2	5	1	0.807	3	
CB	19	69	1	2	6	1	1.490	3	
CB	19	70	1	3	4	2	1.576	3	
CB	19	71	1	3	5	1	1.628	3	
CB	19	72	1	3	6	1	1.764	3	
CB	19	73	1	4	5	1	1.454	3	
CB	19	74	1	4	6	1	1.490	3	
CB	19	75	1	5	6	1	1.797	3	
CB	19	76	2	1	2	2	1.199	3	
CB	19	77	2	1	3	2	0.945	3	
CB	19	78	2	1	4	2	0.790	3	
CB	19	79	2	1	5	2	3.650	3	
CB	19	80	2	1	6	1	1.275	3	
CB	19	81	2	2	3	2	1.806	3	
CB	19	82	2	2	4	2	2.237	3	
CB	19	83	2	2	5	1	0.894	3	
CB	19	84	2	2	6	1	1.423	3	
CB	19	85	2	3	4	1	2.239	3	
CB	19	86	2	3	5	1	2.767	3	
CB	19	87	2	3	6	1	1.186	3	
CB	19	88	2	4	5	1	0.928	3	
CB	19	89	2	4	6	1	1.327	3	
CB	19	90	2	5	6	1	1.362	3	
CB	19	91	3	1	2	2	1.740	3	
CB	19	92	3	1	3	2	1.899	3	
CB	19	93	3	1	4	2	1.986	3	
CB	19	94	3	1	5	1	3.121	3	
CB	19	95	3	1	6	1	1.002	3	
CB	19	96	3	2	3	2	1.342	3	
CB	19	97	3	2	4	1	1.426	3	
CB	19	98	3	2	5	1	1.292	3	
CB	19	99	3	2	6	1	1.087	3	
CB	19	100	3	3	4	1	2.564	3	
CB	19	101	3	3	5	1	1.295	3	
CB	19	102	3	3	6	1	1.360	3	
CB	19	103	3	4	5	2	1.341	3	
CB	19	104	3	4	6	1	1.695	3	
CB	19	105	3	5	6	1	1.541	3	
CB	19	106	4	1	2	2	1.288	3	
CB	19	107	4	1	3	2	1.425	3	
CB	19	108	4	1	4	2	2.241	3	
CB	19	109	4	1	5	2	2.124	3	
CB	19	110	4	1	6	1	1.217	3	
CB	19	111	4	2	3	2	1.006	3	
CB	19	112	4	2	4	2	0.825	3	
CB	19	113	4	2	5	1	1.324	3	
CB	19	114	4	2	6	1	1.127	3	
CB	19	115	4	3	4	1	1.525	3	
CB	19	116	4	3	5	1	1.760	3	
CB	19	117	4	3	6	1	1.310	3	
CB	19	118	4	4	5	1	1.173	3	
CB	19	119	4	4	6	1	1.416	3	
CB	19	120	4	5	6	1	1.969	3	
CY	20	1	1	1	2	2	1.243	3	
CY	20	2	1	1	3	2	1.084	3	
CY	20	3	1	1	4	2	1.509	3	
CY	20	4	1	1	5	1	5.178	3	
CY	20	5	1	1	6	1	1.022	3	
CY	20	6	1	2	3	1	2.563	3	
CY	20	7	1	2	4	2	1.428	3	
CY	20	8	1	2	5	1	1.307	3	
CY	20	9	1	2	6	1	1.207	3	
CY	20	10	1	3	4	1	1.027	3	
CY	20	11	1	3	5	2	2.460	3	
CY	20	12	1	3	6	1	1.098	3	
CY	20	13	1	4	5	1	1.453	3	
CY	20	14	1	4	6	1	1.318	3	
CY	20	15	1	5	6	1	1.019	3	
CY	20	16	2	1	2	2	1.438	3	
CY	20	17	2	1	3	2	1.380	3	
CY	20	18	2	1	4	2	1.623	3	
CY	20	19	2	1	5	1	1.870	3	
CY	20	20	2	1	6	1	2.882	3	
CY	20	21	2	2	3	2	0.776	3	
CY	20	22	2	2	4	2	1.302	3	
CY	20	23	2	2	5	2	1.649	3	
CY	20	24	2	2	6	1	0.906	3	
CY	20	25	2	3	4	2	2.714	3	
CY	20	26	2	3	5	1	1.211	3	
CY	20	27	2	3	6	1	1.628	3	
CY	20	28	2	4	5	1	2.016	3	
CY	20	29	2	4	6	1	1.480	3	
CY	20	30	2	5	6	1	1.675	3	
CY	20	31	3	1	2	2	3.069	3	
CY	20	32	3	1	3	2	1.057	3	
CY	20	33	3	1	4	1	1.204	3	
CY	20	34	3	1	5	1	1.072	3	
CY	20	35	3	1	6	1	1.012	3	
CY	20	36	3	2	3	2	1.627	3	
CY	20	37	3	2	4	1	1.003	3	
CY	20	38	3	2	5	1	1.214	3	
CY	20	39	3	2	6	1	1.349	3	
CY	20	40	3	3	4	1	1.096	3	
CY	20	41	3	3	5	1	2.219	3	
CY	20	42	3	3	6	1	1.766	3	
CY	20	43	3	4	5	1	1.315	3	
CY	20	44	3	4	6	1	1.302	3	
CY	20	45	3	5	6	1	1.724	3	
CY	20	46	4	1	2	1	4.716	3	
CY	20	47	4	1	3	2	1.419	3	
CY	20	48	4	1	4	2	1.286	3	
CY	20	49	4	1	5	2	1.353	3	
CY	20	50	4	1	6	2	1.307	3	
CY	20	51	4	2	3	1	1.292	3	
CY	20	52	4	2	4	2	1.270	3	
CY	20	53	4	2	5	2	2.205	3	
CY	20	54	4	2	6	1	1.902	3	
CY	20	55	4	3	4	1	1.493	3	
CY	20	56	4	3	5	2	1.452	3	
CY	20	57	4	3	6	1	1.165	3	
CY	20	58	4	4	5	1	1.179	3	
CY	20	59	4	4	6	1	1.249	3	
CY	20	60	4	5	6	1	2.085	3	
CB	20	61	1	1	2	2	1.362	3	
CB	20	62	1	1	3	2	2.252	3	
CB	20	63	1	1	4	2	1.118	3	
CB	20	64	1	1	5	2	1.674	3	
CB	20	65	1	1	6	2	1.874	3	
CB	20	66	1	2	3	2	1.613	3	
CB	20	67	1	2	4	2	1.004	3	
CB	20	68	1	2	5	2	1.506	3	
CB	20	69	1	2	6	1	1.111	3	
CB	20	70	1	3	4	2	1.227	3	
CB	20	71	1	3	5	2	0.957	3	
CB	20	72	1	3	6	1	1.154	3	
CB	20	73	1	4	5	1	1.338	3	
CB	20	74	1	4	6	1	1.338	3	
CB	20	75	1	5	6	1	2.112	3	
CB	20	76	2	1	2	1	1.496	3	
CB	20	77	2	1	3	2	1.258	3	
CB	20	78	2	1	4	2	1.189	3	
CB	20	79	2	1	5	2	1.832	3	
CB	20	80	2	1	6	1	3.134	3	
CB	20	81	2	2	3	1	0.928	3	
CB	20	82	2	2	4	1	1.875	3	
CB	20	83	2	2	5	1	1.828	3	
CB	20	84	2	2	6	1	1.478	3	
CB	20	85	2	3	4	2	1.520	3	
CB	20	86	2	3	5	1	1.235	3	
CB	20	87	2	3	6	1	1.012	3	
CB	20	88	2	4	5	1	1.051	3	
CB	20	89	2	4	6	1	1.543	3	
CB	20	90	2	5	6	1	1.947	3	
CB	20	91	3	1	2	1	1.200	3	
CB	20	92	3	1	3	2	1.454	3	
CB	20	93	3	1	4	2	1.276	3	
CB	20	94	3	1	5	2	2.243	3	
CB	20	95	3	1	6	2	1.003	3	
CB	20	96	3	2	3	2	1.467	3	
CB	20	97	3	2	4	1	0.980	3	
CB	20	98	3	2	5	2	2.284	3	
CB	20	99	3	2	6	2	1.733	3	
CB	20	100	3	3	4	1	0.897	3	
CB	20	101	3	3	5	1	0.986	3	
CB	20	102	3	3	6	1	0.938	3	
CB	20	103	3	4	5	1	2.497	3	
CB	20	104	3	4	6	1	1.770	3	
CB	20	105	3	5	6	2	2.104	3	
CB	20	106	4	1	2	2	1.627	3	
CB	20	107	4	1	3	2	1.403	3	
CB	20	108	4	1	4	2	1.178	3	
CB	20	109	4	1	5	1	4.874	3	
CB	20	110	4	1	6	1	2.017	3	
CB	20	111	4	2	3	2	1.587	3	
CB	20	112	4	2	4	1	1.179	3	
CB	20	113	4	2	5	1	2.324	3	
CB	20	114	4	2	6	1	1.379	3	
CB	20	115	4	3	4	2	1.646	3	
CB	20	116	4	3	5	2	3.616	3	
CB	20	117	4	3	6	1	1.281	3	
CB	20	118	4	4	5	1	1.749	3	
CB	20	119	4	4	6	1	1.519	3	
CB	20	120	4	5	6	1	0.919	3	
CY	21	1	1	1	2	2	1.192	3	
CY	21	2	1	1	3	2	0.884	3	
CY	21	3	1	1	4	1	1.878	3	
CY	21	4	1	1	5	1	1.825	3	
CY	21	5	1	1	6	1	1.981	3	
CY	21	6	1	2	3	1	1.840	3	
CY	21	7	1	2	4	1	1.376	3	
CY	21	8	1	2	5	1	1.178	3	
CY	21	9	1	2	6	1	0.840	3	
CY	21	10	1	3	4	1	0.830	3	
CY	21	11	1	3	5	1	4.897	3	
CY	21	12	1	3	6	1	0.944	3	
CY	21	13	1	4	5	1	1.562	3	
CY	21	14	1	4	6	1	1.013	3	
CY	21	15	1	5	6	1	1.525	3	
CY	21	16	2	1	2	2	0.875	3	
CY	21	17	2	1	3	2	1.943	3	
CY	21	18	2	1	4	2	1.128	3	
CY	21	19	2	1	5	1	0.860	3	
CY	21	20	2	1	6	1	2.043	3	
CY	21	21	2	2	3	2	1.030	3	
CY	21	22	2	2	4	2	1.129	3	
CY	21	23	2	2	5	1	0.777	3	
CY	21	24	2	2	6	1	2.342	3	
CY	21	25	2	3	4	1	1.662	3	
CY	21	26	2	3	5	1	1.638	3	
CY	21	27	2	3	6	1	2.229	3	
CY	21	28	2	4	5	1	1.045	3	
CY	21	29	2	4	6	1	0.911	3	
CY	21	30	2	5	6	2	1.675	3	
CY	21	31	3	1	2	2	1.770	3	
CY	21	32	3	1	3	2	1.397	3	
CY	21	33	3	1	4	1	1.152	3	
CY	21	34	3	1	5	1	1.891	3	
CY	21	35	3	1	6	1	2.135	3	
CY	21	36	3	2	3	2	1.243	3	
CY	21	37	3	2	4	1	0.917	3	
CY	21	38	3	2	5	1	1.489	3	
CY	21	39	3	2	6	1	0.924	3	
CY	21	40	3	3	4	2	1.592	3	
CY	21	41	3	3	5	1	1.659	3	
CY	21	42	3	3	6	1	0.690	3	
CY	21	43	3	4	5	1	1.225	3	
CY	21	44	3	4	6	1	1.595	3	
CY	21	45	3	5	6	1	1.467	3	
CY	21	46	4	1	2	2	1.369	3	
CY	21	47	4	1	3	2	0.981	3	
CY	21	48	4	1	4	1	0.954	3	
CY	21	49	4	1	5	2	1.014	3	
CY	21	50	4	1	6	2	1.109	3	
CY	21	51	4	2	3	2	1.008	3	
CY	21	52	4	2	4	2	1.209	3	
CY	21	53	4	2	5	1	1.691	3	
CY	21	54	4	2	6	1	0.992	3	
CY	21	55	4	3	4	1	1.631	3	
CY	21	56	4	3	5	1	1.103	3	
CY	21	57	4	3	6	1	1.062	3	
CY	21	58	4	4	5	1	1.673	3	
CY	21	59	4	4	6	1	0.815	3	
CY	21	60	4	5	6	1	1.656	3	
CB	21	61	1	1	2	2	0.859	3	
CB	21	62	1	1	3	2	1.232	3	
CB	21	63	1	1	4	2	1.380	3	
CB	21	64	1	1	5	1	0.972	3	
CB	21	65	1	1	6	2	0.923	3	
CB	21	66	1	2	3	2	2.046	3	
CB	21	67	1	2	4	1	1.524	3	
CB	21	68	1	2	5	2	0.984	3	
CB	21	69	1	2	6	2	0.942	3	
CB	21	70	1	3	4	2	1.539	3	
CB	21	71	1	3	5	2	1.108	3	
CB	21	72	1	3	6	1	1.378	3	
CB	21	73	1	4	5	1	1.409	3	
CB	21	74	1	4	6	1	1.460	3	
CB	21	75	1	5	6	2	1.456	3	
CB	21	76	2	1	2	2	1.378	3	
CB	21	77	2	1	3	2	1.399	3	
CB	21	78	2	1	4	2	3.127	3	
CB	21	79	2	1	5	1	1.990	3	
CB	21	80	2	1	6	1	1.408	3	
CB	21	81	2	2	3	2	1.630	3	
CB	21	82	2	2	4	1	1.392	3	
CB	21	83	2	2	5	2	1.242	3	
CB	21	84	2	2	6	1	2.031	3	
CB	21	85	2	3	4	2	0.879	3	
CB	21	86	2	3	5	1	1.632	3	
CB	21	87	2	3	6	1	1.000	3	
CB	21	88	2	4	5	1	1.400	3	
CB	21	89	2	4	6	1	1.451	3	
CB	21	90	2	5	6	2	1.225	3	
CB	21	91	3	1	2	2	1.107	3	
CB	21	92	3	1	3	1	1.146	3	
CB	21	93	3	1	4	2	0.824	3	
CB	21	94	3	1	5	1	3.808	3	
CB	21	95	3	1	6	1	1.200	3	
CB	21	96	3	2	3	2	1.436	3	
CB	21	97	3	2	4	1	1.707	3	
CB	21	98	3	2	5	2	1.073	3	
CB	21	99	3	2	6	1	0.826	3	
CB	21	100	3	3	4	1	1.093	3	
CB	21	101	3	3	5	1	1.195	3	
CB	21	102	3	3	6	1	1.290	3	
CB	21	103	3	4	5	1	1.255	3	
CB	21	104	3	4	6	1	1.254	3	
CB	21	105	3	5	6	2	1.344	3	
CB	21	106	4	1	2	1	1.667	3	
CB	21	107	4	1	3	2	1.593	3	
CB	21	108	4	1	4	2	0.860	3	
CB	21	109	4	1	5	2	1.488	3	
CB	21	110	4	1	6	1	1.167	3	
CB	21	111	4	2	3	2	1.239	3	
CB	21	112	4	2	4	2	1.079	3	
CB	21	113	4	2	5	1	1.119	3	
CB	21	114	4	2	6	1	1.358	3	
CB	21	115	4	3	4	2	0.877	3	
CB	21	116	4	3	5	1	1.158	3	
CB	21	117	4	3	6	1	1.136	3	
CB	21	118	4	4	5	1	1.199	3	
CB	21	119	4	4	6	1	1.053	3	
CB	21	120	4	5	6	1	1.385	3	
CY	22	1	1	1	2	2	1.095	3	
CY	22	2	1	1	3	2	1.806	3	
CY	22	3	1	1	4	2	0.890	3	
CY	22	4	1	1	5	1	1.028	3	
CY	22	5	1	1	6	1	1.026	3	
CY	22	6	1	2	3	1	1.431	3	
CY	22	7	1	2	4	2	1.296	3	
CY	22	8	1	2	5	1	2.072	3	
